full_text,label,joined_text
"['dirut', 'pertamina', 'kunjung', 'cianjur', 'serah', 'bantu', 'korban', 'gempa', 'moga', 'bantu', 'manfaat']",1.0,dirut pertamina kunjung cianjur serah bantu korban gempa moga bantu manfaat
"['pengarangsajak', 'kapolres', 'cianjur', 'gimana', 'cerita', 'apa', 'kadrun', 'teroris', 'sumbang', 'gempa', 'kemarin', 'polisi', 'incar']",-1.0,pengarangsajak kapolres cianjur gimana cerita apa kadrun teroris sumbang gempa kemarin polisi incar
"['dirut', 'pertamina', 'kunjung', 'cianjur', 'serah', 'bantu', 'korban', 'gempa', 'alhamdulilah', 'makasih', 'bantu']",1.0,dirut pertamina kunjung cianjur serah bantu korban gempa alhamdulilah makasih bantu
"['baik', 'dirut', 'pertamina', 'kunjung', 'cianjur', 'serah', 'bantu', 'korban', 'gempa', 'peduli']",1.0,baik dirut pertamina kunjung cianjur serah bantu korban gempa peduli
"['bantu', 'pulih', 'pasca', 'gempa', 'cianjur', 'bri', 'peduli', 'layan', 'masyarakat', 'dampak']",1.0,bantu pulih pasca gempa cianjur bri peduli layan masyarakat dampak
"['dirut', 'pertamina', 'kunjung', 'cianjur', 'serah', 'bantu', 'korban', 'gempa', 'alhamdulillah', 'terimakasih', 'moga', 'manfaat', 'korban']",1.0,dirut pertamina kunjung cianjur serah bantu korban gempa alhamdulillah terimakasih moga manfaat korban
"['dirut', 'pertamina', 'kunjung', 'cianjur', 'serah', 'bantu', 'korban', 'gempa', 'alhamdulillah', 'gercep', 'banget', 'bantu']",1.0,dirut pertamina kunjung cianjur serah bantu korban gempa alhamdulillah gercep banget bantu
"['bantu', 'pulih', 'pasca', 'gempa', 'cianjur', 'bri', 'peduli', 'layan', 'masyarakatterdampak']",1.0,bantu pulih pasca gempa cianjur bri peduli layan masyarakatterdampak
"['utas', 'malam', 'gelar', 'konser', 'amal', 'gitaris', 'negeri', 'donasi', 'gempa', 'cianjur', 'bentara', 'budaya', 'jakarta', 'ikut', 'rangkai', 'acara', 'youtube', 'hari', 'kompas', 'gitarisuntuknegeri']",1.0,utas malam gelar konser amal gitaris negeri donasi gempa cianjur bentara budaya jakarta ikut rangkai acara youtube hari kompas gitarisuntuknegeri
"['istri', 'menteri', 'bumn', 'liza', 'thohir', 'unjung', 'korban', 'gempa', 'posko', 'satgas', 'bencana', 'bumn', 'mekarsari', 'cianjur', 'senin', 'pagi', 'liza', 'thohir', 'tina', 'kemala', 'intan', 'ketua', 'srikandi', 'bumn', 'alexandra', 'askandar', 'ketua', 'fhci', 'srikandibumnuntukcianjur']",1.0,istri menteri bumn liza thohir unjung korban gempa posko satgas bencana bumn mekarsari cianjur senin pagi liza thohir tina kemala intan ketua srikandi bumn alexandra askandar ketua fhci srikandibumnuntukcianjur
"['sukarelawan', 'motor', 'trail', 'kirim', 'cianjur', 'sukarelawan', 'motor', 'trail', 'motortrail', 'pmi', 'pmipemalang', 'malang', 'bencana', 'bencanaalam', 'gempa', 'gempabumi', 'gempacianjur', 'cianjur', 'jawabarat', 'jabar', 'bantu', 'logistik', 'pltbupatipemalang', 'mansurhidayat']",1.0,sukarelawan motor trail kirim cianjur sukarelawan motor trail motortrail pmi pmipemalang malang bencana bencanaalam gempa gempabumi gempacianjur cianjur jawabarat jabar bantu logistik pltbupatipemalang mansurhidayat
"['makan', 'malam', 'dapur', 'balita', 'gempa', 'cianjur', 'ayam', 'goreng', 'tumis', 'labu', 'siamtahu', 'nasi', 'lunak', 'bayi', 'jadi', 'nasi', 'tim', 'bubur', 'makan', 'bayi', 'balita', 'lupa', 'dapur', 'bencana', 'ambil', 'peran', 'porsi', 'makan', 'malam', 'masak']",1.0,makan malam dapur balita gempa cianjur ayam goreng tumis labu siamtahu nasi lunak bayi jadi nasi tim bubur makan bayi balita lupa dapur bencana ambil peran porsi makan malam masak
"['sobat', 'sosmed', 'bangga', 'bumn', 'mari', 'naik', 'hashtag', 'satgasbencanabumn', 'haritgl', 'rabu', 'desember', 'wib', 'wita', 'wit', 'bumn', 'terobos', 'diri', 'klinik', 'modular', 'gratis', 'korban', 'gempa', 'cianjur', 'satgasbencanabumn']",1.0,sobat sosmed bangga bumn mari naik hashtag satgasbencanabumn haritgl rabu desember wib wita wit bumn terobos diri klinik modular gratis korban gempa cianjur satgasbencanabumn
"['gera', 'bentuk', 'nyata', 'peduli', 'musisi', 'gempa', 'cianjur', 'senin', 'siang', 'magnitudo', 'dalam', 'kilometer', 'gitarisuntuknegeri', 'danakemanusiaankompas', 'bentarabudaya']",1.0,gera bentuk nyata peduli musisi gempa cianjur senin siang magnitudo dalam kilometer gitarisuntuknegeri danakemanusiaankompas bentarabudaya
"['konser', 'amal', 'gitaris', 'negeri', 'donasi', 'gempa', 'cianjur', 'bentara', 'budaya', 'jakarta', 'bentarabudaya', 'ikut', 'rangkai', 'acara', 'gitarisuntuknegeri']",1.0,konser amal gitaris negeri donasi gempa cianjur bentara budaya jakarta bentarabudaya ikut rangkai acara gitarisuntuknegeri
"['musisi', 'tampil', 'konser', 'amal', 'tajuk', 'gitaris', 'negeri', 'donasi', 'gempa', 'cianjur', 'bentara', 'budaya', 'jakarta', 'rabu', 'gitarisuntuknegeri', 'danakemanusiaankompas', 'bentarabudaya']",1.0,musisi tampil konser amal tajuk gitaris negeri donasi gempa cianjur bentara budaya jakarta rabu gitarisuntuknegeri danakemanusiaankompas bentarabudaya
"['dongkrak', 'ekonomi', 'landa', 'gempa', 'kkp', 'latih', 'warga', 'cianjur', 'olah', 'ikan', 'sariagri', 'tani']",1.0,dongkrak ekonomi landa gempa kkp latih warga cianjur olah ikan sariagri tani
"['korban', 'gempa', 'cianjur', 'takut', 'pulang']",1.0,korban gempa cianjur takut pulang
"['danny', 'ajak', 'pegawai', 'pemkot', 'makassar', 'bantu', 'korban', 'gempa', 'bumi', 'cianjur']",1.0,danny ajak pegawai pemkot makassar bantu korban gempa bumi cianjur
"['liput', 'kunjung', 'tim', 'rqa', 'serah', 'terima', 'bantu', 'korban', 'gempa', 'cianjur', 'dompet', 'peduli', 'ummat', 'rqa']",1.0,liput kunjung tim rqa serah terima bantu korban gempa cianjur dompet peduli ummat rqa
"['pertamina', 'foundation', 'salur', 'bantu', 'didik', 'anakanak', 'korban', 'gempa', 'cianjur']",1.0,pertamina foundation salur bantu didik anakanak korban gempa cianjur
"['legislator', 'ingat', 'beraniberani', 'korupsi', 'dana', 'bantu', 'korban', 'gempa', 'cianjur']",1.0,legislator ingat beraniberani korupsi dana bantu korban gempa cianjur
"['kolaborasi', 'srikandi', 'bri', 'bumn', 'bahu', 'bahu', 'cepat', 'pulih', 'korban', 'gempa', 'cianjur']",1.0,kolaborasi srikandi bri bumn bahu bahu cepat pulih korban gempa cianjur
"['srikandi', 'mind', 'id', 'bumn', 'terjun', 'langsung', 'salur', 'bantu', 'korban', 'gempa', 'bumi', 'cianjur']",1.0,srikandi mind id bumn terjun langsung salur bantu korban gempa bumi cianjur
"['banser', 'tanggap', 'bencana', 'pamit', 'lokasi', 'bencana', 'gempa', 'bumi', 'cianjur', 'kabupaten', 'bekas', 'berterimakasih', 'donatur', 'terimakasih', 'sahabat', 'moga', 'khidmat', 'panjenengan', 'catat', 'amal', 'ibadah', 'bansertanggapbencana']",1.0,banser tanggap bencana pamit lokasi bencana gempa bumi cianjur kabupaten bekas berterimakasih donatur terimakasih sahabat moga khidmat panjenengan catat amal ibadah bansertanggapbencana
"['srikandi', 'pupuk', 'indonesia', 'damping', 'menteri', 'bumn', 'bagi', 'bantu', 'korban', 'gempacianjur']",1.0,srikandi pupuk indonesia damping menteri bumn bagi bantu korban gempacianjur
"['gus', 'muhaimin', 'cakiminow', 'perintah', 'prioritas', 'bantu', 'ponpes', 'dampak', 'gempa', 'cianjur']",1.0,gus muhaimin cakiminow perintah prioritas bantu ponpes dampak gempa cianjur
"['gus', 'muhaimin', 'cakiminow', 'perintah', 'prioritas', 'bantu', 'ponpes', 'dampak', 'gempa', 'cianjur']",1.0,gus muhaimin cakiminow perintah prioritas bantu ponpes dampak gempa cianjur
"['prabowo', 'subianto', 'tengok', 'warga', 'kabupaten', 'cianjur', 'dampak', 'musibah', 'gempa', 'ecek', 'warga', 'prabowo', 'kece', 'sarana', 'prasarana', 'dapur', 'bangun', 'kopassus']",1.0,prabowo subianto tengok warga kabupaten cianjur dampak musibah gempa ecek warga prabowo kece sarana prasarana dapur bangun kopassus
"['mpp', 'gotong', 'royong', 'cianjur', 'media', 'pintar', 'juang', 'mpp', 'bantu', 'manusia', 'korban', 'bencana', 'gempa', 'cianjur']",1.0,mpp gotong royong cianjur media pintar juang mpp bantu manusia korban bencana gempa cianjur
"['gus', 'muhaimin', 'cakiminow', 'perintah', 'prioritas', 'bantu', 'ponpes', 'dampak', 'gempa', 'cianjur']",1.0,gus muhaimin cakiminow perintah prioritas bantu ponpes dampak gempa cianjur
"['bantu', 'pulih', 'pasca', 'gempa', 'cianjur', 'bri', 'peduli', 'layan', 'masyarakat', 'dampak']",1.0,bantu pulih pasca gempa cianjur bri peduli layan masyarakat dampak
"['helper', 'w', 'korban', 'gempa', 'cianjur', 'ajak', 'masuk', 'kristen', 'imingiming', 'rumahlahan', 'trs', 'alesannya', 'sampe', 'skrg', 'gempa', 'renti', 'azab', 'allah', 'denger', 'berita', 'dr', 'temantemennya', 'gampang', 'hoax', 'percaya']",1.0,helper w korban gempa cianjur ajak masuk kristen imingiming rumahlahan trs alesannya sampe skrg gempa renti azab allah denger berita dr temantemennya gampang hoax percaya
"['bantu', 'pulih', 'pasca', 'gempa', 'cianjur', 'bri', 'peduli', 'layan', 'masyarakat', 'dampak']",1.0,bantu pulih pasca gempa cianjur bri peduli layan masyarakat dampak
"['doirx', 'gempa', 'gempa', 'tolol', 'ttdk', 'hub', 'yakin', 'kl', 'gempa', 'hub', 'hancur', 'trnyata', 'daerah', 'klompok', 'simak', 'cianjur', 'jember', 'dll']",1.0,doirx gempa gempa tolol ttdk hub yakin kl gempa hub hancur trnyata daerah klompok simak cianjur jember dll
"['sambut', 'direktur', 'dana', 'manusia', 'kompas', 'dkk', 'tommy', 'nugroho', 'acara', 'gitaris', 'negeridonasi', 'gempa', 'cianjur', 'bentara', 'budaya', 'jakarta', 'bentarabudaya', 'gitarisuntuknegeri']",1.0,sambut direktur dana manusia kompas dkk tommy nugroho acara gitaris negeridonasi gempa cianjur bentara budaya jakarta bentarabudaya gitarisuntuknegeri
"['lembaga', 'masyarakat', 'kelas', 'iia', 'karawang', 'distribusi', 'logistik', 'sembako', 'obatobatan', 'giat', 'sambut', 'terima', 'kepala', 'lembaga', 'masyarakat', 'kelas', 'iib', 'cianjur', 'pandu', 'kondisi', 'lapas', 'cianjur', 'pasca', 'gempa']",1.0,lembaga masyarakat kelas iia karawang distribusi logistik sembako obatobatan giat sambut terima kepala lembaga masyarakat kelas iib cianjur pandu kondisi lapas cianjur pasca gempa
"['bantu', 'keluarga', 'korban', 'gempa', 'bumi', 'cianjur', 'forum', 'komunikasi', 'guru', 'didik', 'agama', 'islam', 'tkk', 'nasional', 'salur', 'bantu', 'nila', 'rp', 'juta']",1.0,bantu keluarga korban gempa bumi cianjur forum komunikasi guru didik agama islam tkk nasional salur bantu nila rp juta
"['terima', 'kasih', 'pirsa', 'mnctv', 'tonton', 'lintas', 'inews', 'siang', 'program', 'berita', 'tonton', 'tayang', 'seninjumat', 'wib', 'tonton', 'berita', 'utama', 'salur', 'bantu', 'langsung', 'presiden', 'jokowi', 'kunjung', 'korban', 'gempa', 'cianjur']",1.0,terima kasih pirsa mnctv tonton lintas inews siang program berita tonton tayang seninjumat wib tonton berita utama salur bantu langsung presiden jokowi kunjung korban gempa cianjur
"['manusia', 'korban', 'bencana', 'gempa', 'cianjur', 'dpc', 'pdi', 'juang', 'kabupaten', 'cianjur', 'selasa', 'bantu', 'terima', 'langsung', 'ketua', 'dpc', 'pdi', 'juang', 'kabupaten', 'cianjur', 'susilawati', 'distribusi', 'titik']",1.0,manusia korban bencana gempa cianjur dpc pdi juang kabupaten cianjur selasa bantu terima langsung ketua dpc pdi juang kabupaten cianjur susilawati distribusi titik
"['istri', 'anggota', 'dpr', 'ri', 'gabung', 'perempuan', 'pdi', 'juang', 'bantu', 'bencana', 'gempa', 'cianjur', 'perempuan', 'pdi', 'juang', 'bantu', 'bencana', 'gempa', 'cianjur', 'istri', 'anggota', 'dpr', 'ri', 'gabung', 'perempuan', 'pdi', 'juang', 'bantu']",1.0,istri anggota dpr ri gabung perempuan pdi juang bantu bencana gempa cianjur perempuan pdi juang bantu bencana gempa cianjur istri anggota dpr ri gabung perempuan pdi juang bantu
"['posko', 'pdi', 'juang', 'wilayah', 'dampak', 'gempa', 'perempuan', 'pdi', 'juang', 'kunjung', 'korban', 'gempa', 'cianjur', 'ungsi', 'istri', 'anggota', 'dpr', 'ri', 'gabung', 'perempuan', 'pdi', 'juang', 'serah', 'bantu', 'manusia', 'korban', 'bencana', 'gempa', 'cianjur']",1.0,posko pdi juang wilayah dampak gempa perempuan pdi juang kunjung korban gempa cianjur ungsi istri anggota dpr ri gabung perempuan pdi juang serah bantu manusia korban bencana gempa cianjur
"['pesantren', 'gasol', 'pusaka', 'salah', 'pesanten', 'cianjur', 'rusak', 'parah', 'akibat', 'gempa', 'perintah', 'perhati', 'sarana', 'fasilitas', 'ajar', 'santri', 'ajar', 'ajar', 'pesantren', 'jalan']",1.0,pesantren gasol pusaka salah pesanten cianjur rusak parah akibat gempa perintah perhati sarana fasilitas ajar santri ajar ajar pesantren jalan
"['endah', 'widiastuti', 'harap', 'konser', 'gitaris', 'negeri', 'ringan', 'beban', 'korban', 'gempa', 'cianjur']",1.0,endah widiastuti harap konser gitaris negeri ringan beban korban gempa cianjur
"['motor', 'trail', 'adventure', 'tangerang', 'bantu', 'distribusi', 'logistik', 'daerah', 'pencil', 'gempa', 'cianjur']",1.0,motor trail adventure tangerang bantu distribusi logistik daerah pencil gempa cianjur
"['moga', 'cianjur', 'cepat', 'pulih', 'cianjur', 'prabowo', 'prabowosubianto', 'cianjurjawabarat', 'pengungsicianjur', 'gempacianjur', 'gempabumi', 'gempacianjur', 'dekade', 'mendingprabowo', 'terusmajubersamaprabowo']",1.0,moga cianjur cepat pulih cianjur prabowo prabowosubianto cianjurjawabarat pengungsicianjur gempacianjur gempabumi gempacianjur dekade mendingprabowo terusmajubersamaprabowo
"['halo', 'nftizen', 'konser', 'amal', 'gitaris', 'negeri', 'donasi', 'gempa', 'cianjur', 'musisi', 'tampil', 'bentarabudaya', 'donasi', 'kumpul', 'salur', 'yayasan', 'dana', 'manusia', 'kompas', 'dkk', 'gitarisuntuknegeri']",1.0,halo nftizen konser amal gitaris negeri donasi gempa cianjur musisi tampil bentarabudaya donasi kumpul salur yayasan dana manusia kompas dkk gitarisuntuknegeri
"['prabowo', 'unjung', 'masyarakat', 'dampak', 'musibah', 'gempa', 'cianjur', 'masyarakat', 'kondisi', 'penuh', 'butuh', 'ungsi', 'cepat', 'pulih', 'cianjur', 'prabowo', 'prabowosubianto', 'ketumgerindra', 'gerindra', 'cianjur', 'prasetyohadi']",1.0,prabowo unjung masyarakat dampak musibah gempa cianjur masyarakat kondisi penuh butuh ungsi cepat pulih cianjur prabowo prabowosubianto ketumgerindra gerindra cianjur prasetyohadi
"['celaka', 'mobil', 'ditabrwk', 'bus', 'tol', 'cipali', 'orang', 'rawan', 'gempa', 'cianjur', 'tinggal']",-1.0,celaka mobil ditabrwk bus tol cipali orang rawan gempa cianjur tinggal
"['miyuriscarlet', 'anyan', 'gempa', 'cianjur', 'alert', 'akun', 'bmkg']",1.0,miyuriscarlet anyan gempa cianjur alert akun bmkg
"['pasca', 'gempa', 'cianjur', 'bri', 'peduli', 'bantu', 'pulih', 'warga', 'dampak']",1.0,pasca gempa cianjur bri peduli bantu pulih warga dampak
"['gempa', 'cianjur', 'teroris', 'astana', 'anyar', 'ruu', 'kuhp', 'lord', 'rangga', 'tinggal', 'indonesia']",1.0,gempa cianjur teroris astana anyar ruu kuhp lord rangga tinggal indonesia
"['gus', 'muhaimin', 'perintah', 'bantu', 'ponpes', 'dampak', 'gempa', 'cianjur', 'pkb', 'gusmuhaimin', 'muhaiminiskandar', 'gusmuhaiminpresiden', 'cakiminow', 'dpppkb', 'syaifulhooda', 'jamaludin', 'dpwpkbjabar', 'kosasihujang', 'sahabatkujang', 'ujangofficial']",1.0,gus muhaimin perintah bantu ponpes dampak gempa cianjur pkb gusmuhaimin muhaiminiskandar gusmuhaiminpresiden cakiminow dpppkb syaifulhooda jamaludin dpwpkbjabar kosasihujang sahabatkujang ujangofficial
"['gus', 'muhaimin', 'perintah', 'bantu', 'ponpes', 'dampak', 'gempa', 'cianjur', 'pkb', 'gusmuhaimin', 'muhaiminiskandar', 'gusmuhaiminpresiden', 'cakiminow', 'dpppkb', 'syaifulhooda', 'jamaludin', 'dpwpkbjabar', 'kosasihujang', 'sahabatkujang', 'ujangofficial']",1.0,gus muhaimin perintah bantu ponpes dampak gempa cianjur pkb gusmuhaimin muhaiminiskandar gusmuhaiminpresiden cakiminow dpppkb syaifulhooda jamaludin dpwpkbjabar kosasihujang sahabatkujang ujangofficial
"['prabowo', 'kecup', 'sayang', 'anakanak', 'korban', 'gempa', 'cianjur']",1.0,prabowo kecup sayang anakanak korban gempa cianjur
"['ifnt', 'project', 'peduli', 'gempa', 'cianjur', 'selesai', 'salur', 'thank', 'you', 'so', 'much', 'inspirits']",1.0,ifnt project peduli gempa cianjur selesai salur thank you so much inspirits
"['peduli', 'wujud', 'syukur', 'sang', 'cipta', 'potret', 'personel', 'polwan', 'bagi', 'makan', 'anakanak', 'dampak', 'gempa', 'cianjur', 'poldajabar']",1.0,peduli wujud syukur sang cipta potret personel polwan bagi makan anakanak dampak gempa cianjur poldajabar
"['peduli', 'cianjur', 'rektor', 'unimugo', 'kunjung', 'serah', 'huni', 'darurat', 'pasca', 'gempa']",1.0,peduli cianjur rektor unimugo kunjung serah huni darurat pasca gempa
"['menteri', 'sosial', 'kemensos', 'upaya', 'sedia', 'sumber', 'alir', 'listrik', 'panel', 'surya', 'ungsi', 'gempacianjur', 'langkah', 'penuh', 'butuh', 'listrik', 'ungsi', 'derasdotid']",1.0,menteri sosial kemensos upaya sedia sumber alir listrik panel surya ungsi gempacianjur langkah penuh butuh listrik ungsi derasdotid
"['gus', 'muhaimin', 'perintah', 'bantu', 'ponpes', 'dampak', 'gempa', 'cianjur', 'gusmuhaiminpresiden', 'cakiminow', 'emhasanuddin', 'jazilulfawaid', 'cucuna', 'yanuarprihatin', 'dpppkb', 'syaifulhooda', 'jamaludin', 'dpwpkbjabar', 'kosasihujang']",1.0,gus muhaimin perintah bantu ponpes dampak gempa cianjur gusmuhaiminpresiden cakiminow emhasanuddin jazilulfawaid cucuna yanuarprihatin dpppkb syaifulhooda jamaludin dpwpkbjabar kosasihujang
"['video', 'lapor', 'giat', 'fpi', 'banten', 'ambulans', 'fpi', 'jabar', 'posko', 'fpi', 'cugenang', 'bantu', 'korban', 'gempa', 'cianjur', 'rabu']",1.0,video lapor giat fpi banten ambulans fpi jabar posko fpi cugenang bantu korban gempa cianjur rabu
"['dapur', 'korban', 'gempa', 'cianjur', 'personil', 'polri', 'hidang', 'menumenu', 'sehat', 'salur', 'tendatenda', 'ungsi', 'tugas', 'padu', 'lapang', 'poldajabar']",1.0,dapur korban gempa cianjur personil polri hidang menumenu sehat salur tendatenda ungsi tugas padu lapang poldajabar
"['forma', 'sksg', 'universitas', 'indonesia', 'salur', 'bantu', 'korban', 'gempacianjur']",1.0,forma sksg universitas indonesia salur bantu korban gempacianjur
"['istri', 'menteri', 'bumn', 'liza', 'thohir', 'unjung', 'korban', 'gempa', 'posko', 'satgas', 'bencana', 'bumn', 'mekarsari', 'cianjur', 'senin', 'pagi', 'liza', 'thohir', 'tina', 'kemala', 'intan', 'ketua', 'srikandi', 'bumn', 'alexandra', 'askandar', 'ketua', 'fhci', 'forum', 'human', 'capital', 'indonesia', 'nicke', 'widyawati']",1.0,istri menteri bumn liza thohir unjung korban gempa posko satgas bencana bumn mekarsari cianjur senin pagi liza thohir tina kemala intan ketua srikandi bumn alexandra askandar ketua fhci forum human capital indonesia nicke widyawati
"['perintah', 'inggris', 'menghimbau', 'warga', 'jauh', 'cianjur', 'jawa', 'barat', 'gempa', 'magnitudo', 'landa', 'november']",1.0,perintah inggris menghimbau warga jauh cianjur jawa barat gempa magnitudo landa november
"['urus', 'fkss', 'jabar', 'kunjung', 'posko', 'fkss', 'cianjur', 'bantu', 'masyarakat', 'kena', 'bencana', 'gempacianjur']",1.0,urus fkss jabar kunjung posko fkss cianjur bantu masyarakat kena bencana gempacianjur
"['salut', 'dirut', 'pertamina', 'kunjung', 'cianjur', 'serah', 'bantu', 'korban', 'gempa']",1.0,salut dirut pertamina kunjung cianjur serah bantu korban gempa
"['pp', 'ypi', 'almaarij', 'ajar', 'nu', 'bagi', 'rejeki', 'korban', 'gempacianjur']",1.0,pp ypi almaarij ajar nu bagi rejeki korban gempacianjur
"['bu', 'dirut', 'pertamina', 'kunjung', 'cianjur', 'serah', 'bantu', 'korban', 'gempa']",1.0,bu dirut pertamina kunjung cianjur serah bantu korban gempa
"['polri', 'senantiasa', 'hadir', 'bantu', 'rakyat', 'salah', 'satu', 'trauma', 'healing', 'korban', 'gempa', 'cianjur', 'bersatujaganegeri']",1.0,polri senantiasa hadir bantu rakyat salah satu trauma healing korban gempa cianjur bersatujaganegeri
"['puluh', 'musisi', 'gelar', 'konser', 'galang', 'dana', 'korban', 'gempa', 'cianjur', 'kaka', 'slank', 'dewa', 'budjana']",1.0,puluh musisi gelar konser galang dana korban gempa cianjur kaka slank dewa budjana
"['menteri', 'tahan', 'prabowo', 'subianto', 'unjung', 'warga', 'cianjur', 'dampak', 'gempa', 'pos', 'dapur', 'lapang', 'kopassustni', 'ad', 'rabu', 'lokasi', 'prabowo', 'langsung', 'tengok', 'masyarakat', 'lansia']",1.0,menteri tahan prabowo subianto unjung warga cianjur dampak gempa pos dapur lapang kopassustni ad rabu lokasi prabowo langsung tengok masyarakat lansia
"['beritajatim', 'kwarda', 'pramuka', 'jatim', 'salur', 'bantu', 'sosial', 'korban', 'gempa', 'cianjur', 'kwardapramukajatim', 'gempacianjur']",1.0,beritajatim kwarda pramuka jatim salur bantu sosial korban gempa cianjur kwardapramukajatim gempacianjur
"['puluh', 'gitaris', 'gelar', 'konser', 'amal', 'korban', 'gempa', 'cianjur']",1.0,puluh gitaris gelar konser amal korban gempa cianjur
"['update', 'gempa', 'cianjur', 'bmkg', 'catat', 'susul']",1.0,update gempa cianjur bmkg catat susul
"['bantu', 'dirut', 'pertamina', 'kunjung', 'cianjur', 'serah', 'bantu', 'korban', 'gempa']",1.0,bantu dirut pertamina kunjung cianjur serah bantu korban gempa
"['hormat', 'jenderal', 'prabowo', 'bersendagurau', 'anakanak', 'korban', 'bencana', 'gempa', 'cianjur']",1.0,hormat jenderal prabowo bersendagurau anakanak korban bencana gempa cianjur
"['terima', 'kasih', 'duli', 'perhati', 'rakyat', 'duka', 'kunjung', 'prabowo', 'rakyat', 'korban', 'bencana', 'gempa', 'cianjur']",1.0,terima kasih duli perhati rakyat duka kunjung prabowo rakyat korban bencana gempa cianjur
"['srikandi', 'pupuk', 'indonesia', 'damping', 'liza', 'thohir', 'bagi', 'bantu', 'korban', 'gempa', 'cianjur']",1.0,srikandi pupuk indonesia damping liza thohir bagi bantu korban gempa cianjur
"['energitodayid', 'kemenbumn', 'pertamina', 'alhamdulillah', 'pertamina', 'peduli', 'korban', 'bencana', 'gempa', 'cianjur']",1.0,energitodayid kemenbumn pertamina alhamdulillah pertamina peduli korban bencana gempa cianjur
"['energitodayid', 'kemenbumn', 'pertamina', 'mantap', 'pertamina', 'serah', 'bantu', 'korban', 'bencana', 'gempa', 'cianjur']",1.0,energitodayid kemenbumn pertamina mantap pertamina serah bantu korban bencana gempa cianjur
"['energitodayid', 'kemenbumn', 'pertamina', 'terimakasih', 'pertamina', 'bantu', 'korban', 'bencana', 'gempa', 'cianjur']",1.0,energitodayid kemenbumn pertamina terimakasih pertamina bantu korban bencana gempa cianjur
"['energitodayid', 'kemenbumn', 'pertamina', 'bantu', 'sangar', 'manfaat', 'korban', 'bencana', 'gempa', 'cianjur']",1.0,energitodayid kemenbumn pertamina bantu sangar manfaat korban bencana gempa cianjur
"['energitodayid', 'kemenbumn', 'pertamina', 'terimakasih', 'peduli', 'korban', 'bencana', 'gempa', 'cianjur']",1.0,energitodayid kemenbumn pertamina terimakasih peduli korban bencana gempa cianjur
"['istri', 'menteri', 'bumn', 'liza', 'thohir', 'unjung', 'korban', 'gempa', 'posko', 'satgas', 'bencana', 'bumn', 'mekarsari', 'cianjur', 'senin', 'pagi', 'liza', 'thohir', 'tina', 'kemala', 'intan', 'ketua', 'srikandi', 'bumn']",1.0,istri menteri bumn liza thohir unjung korban gempa posko satgas bencana bumn mekarsari cianjur senin pagi liza thohir tina kemala intan ketua srikandi bumn
"['partai', 'demokrat', 'salur', 'bantu', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,partai demokrat salur bantu korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['pt', 'sas', 'institute', 'bantu', 'rp', 'sintas', 'bencana', 'gempa', 'bumi', 'cianjur', 'donasi', 'salur', 'pmi', 'provinsi', 'dki', 'jakarta', 'donasi', 'gempacianjur', 'layan', 'manusia', 'pmisiap', 'sampoerna']",1.0,pt sas institute bantu rp sintas bencana gempa bumi cianjur donasi salur pmi provinsi dki jakarta donasi gempacianjur layan manusia pmisiap sampoerna
"['gubernur', 'jawa', 'barat', 'ridwankamil', 'tinjau', 'bangun', 'rumah', 'anti', 'gempa', 'untuk', 'korban', 'bencana', 'gempa', 'cianjur', 'kabupaten', 'cianjur', 'rabu', 'pplhiupdate', 'pplhiupdate', 'ridwankamil', 'relawansahabatrk', 'sahabatrk', 'indonesiajuara', 'indonesialestari']",1.0,gubernur jawa barat ridwankamil tinjau bangun rumah anti gempa untuk korban bencana gempa cianjur kabupaten cianjur rabu pplhiupdate pplhiupdate ridwankamil relawansahabatrk sahabatrk indonesiajuara indonesialestari
"['sigap', 'bantu', 'masyarakat', 'dirut', 'pertamina', 'kunjung', 'cianjur', 'serah', 'bantu', 'korban', 'gempa']",1.0,sigap bantu masyarakat dirut pertamina kunjung cianjur serah bantu korban gempa
"['momen', 'prabowo', 'kecup', 'sayang', 'anakanak', 'korban', 'gempa', 'cianjur']",1.0,momen prabowo kecup sayang anakanak korban gempa cianjur
"['dirut', 'pertamina', 'kunjung', 'cianjur', 'serah', 'bantu', 'korban', 'gempa', 'alhamdulillah', 'moga', 'bantu', 'ringan', 'beban', 'masyarakat', 'dampak']",1.0,dirut pertamina kunjung cianjur serah bantu korban gempa alhamdulillah moga bantu ringan beban masyarakat dampak
"['mantap', 'bantu', 'dirut', 'pertamina', 'kunjung', 'cianjur', 'serah', 'bantu', 'korban', 'gempa']",1.0,mantap bantu dirut pertamina kunjung cianjur serah bantu korban gempa
"['terimakasih', 'peduli', 'gus', 'cakiminow', 'moga', 'cianjur', 'bangkit', 'gempacianjur', 'cianjurberduka', 'gusmuhaimin', 'presiden']",1.0,terimakasih peduli gus cakiminow moga cianjur bangkit gempacianjur cianjurberduka gusmuhaimin presiden
"['dirut', 'pertamina', 'kunjung', 'cianjur', 'serah', 'bantu', 'korban', 'gempa', 'syukur', 'moga', 'lancar', 'sasar']",1.0,dirut pertamina kunjung cianjur serah bantu korban gempa syukur moga lancar sasar
